ve_ref,value,tags
1.413.t2,δ',
1.413.t3,ἠμείβετ',Impf1.;Mid6.
1.413.t4,ἔπειτα,
1.413.t5,Θέτις,Nom1.
1.413.t6,κατὰ,
1.413.t7,δάκρυ,Acc1.
1.413.t8,χέουσα,
1.414.t1,ὤ,
1.414.t2,μοι,Dat4.
1.414.t3,τέκνον,
1.414.t4,ἐμόν,
1.414.t5,τί,Acc11.
1.414.t6,νύ,
1.414.t7,σ',Acc1.
1.414.t8,ἔτρεφον,Impf1.
1.414.t9,αἰνὰ,Acc8.
1.414.t10,τεκοῦσα,
1.415.t1,αἴθ',
1.415.t2,ὄφελες,
1.415.t3,παρὰ,Prep3.
1.415.t4,νηυσὶν,GBP.
1.415.t5,ἀδάκρυτος,Agr..
1.415.t6,καὶ,
1.415.t7,ἀπήμων,Agr..
1.416.t1,ἧσθαι,
1.416.t2,ἐπεί,
1.416.t3,νύ,
1.416.t4,τοι,Dat2.
1.416.t5,αἶσα,Nom2.
1.416.t6,μίνυνθά,
1.416.t7,περ,
1.416.t8,οὔ,
1.416.t9,τι,
1.416.t10,μάλα,
1.416.t11,δήν,
1.417.t1,νῦν,
1.417.t2,δ',
1.417.t3,ἅμα,
1.417.t4,τ',
1.417.t5,ὠκύμορος,Agr..
1.417.t6,καὶ,
1.417.t7,ὀϊζυρὸς,Agr..
1.417.t8,περὶ,Prep3.
1.417.t9,πάντων,GBP.
1.418.t1,ἔπλεο,
1.418.t2,τώ,
1.418.t3,σε,Acc1.
1.418.t4,κακῇ,Agr.
1.418.t5,αἴσῃ,Dat9.
1.418.t6,τέκον,
1.418.t7,ἐν,Prep3.
1.418.t8,μεγάροισι,GBP.
1.419.t1,τοῦτο,Agr.
1.419.t2,δέ,
1.419.t3,τοι,Dat1.
1.419.t4,ἐρέουσα,
1.419.t5,ἔπος,Acc1.
1.419.t6,Διὶ,Dat1.
1.419.t7,τερπικεραύνῳ,Agr.
1.420.t1,εἶμ',Pres4.
1.420.t2,αὐτὴ,Nom1.
1.420.t3,πρὸς,Prep3.
1.420.t4,Ὄλυμπον,GBP.
1.420.t5,ἀγάννιφον,Agr.
1.420.t6,αἴ,
1.420.t7,κε,
1.420.t8,πίθηται,Aor.;Subj.;Mid.
1.421.t1,ἀλλὰ,
1.421.t2,σὺ,
1.421.t3,μὲν,
1.421.t4,νῦν,
1.421.t5,νηυσὶ,Dat1.
1.421.t6,παρήμενος,
1.421.t7,ὠκυπόροισι,Agr.
1.422.t1,μήνι',
1.422.t2,Ἀχαιοῖσιν,Dat9.
1.422.t3,πολέμου,Gen10.
1.422.t4,δ',
1.422.t5,ἀποπαύεο,
1.422.t6,πάμπαν,
1.423.t1,Ζεὺς,Nom1.
1.423.t2,γὰρ,
1.423.t3,ἐς,Prep3.
1.423.t4,Ὠκεανὸν,GBP.
1.423.t5,μετ',Prep2.
1.423.t6,ἀμύμονας,Agr.
1.423.t7,Αἰθιοπῆας,GBP.
1.424.t1,χθιζὸς,
1.424.t2,ἔβη,
1.424.t3,κατὰ,Prep1.
1.424.t4,δαῖτα,GBP.
1.424.t5,θεοὶ,Nom1.
1.424.t6,δ',
1.424.t7,ἅμα,
1.424.t8,πάντες,Agr..
1.424.t9,ἕποντο,
1.425.t1,δωδεκάτῃ,Dat11.
1.425.t2,δέ,
1.425.t3,τοι,
1.425.t4,αὖτις,
1.425.t5,ἐλεύσεται,
1.425.t6,Οὔλυμπον,Acc7.
1.425.t7,δέ,
1.426.t1,καὶ,
1.426.t2,τότ',
1.426.t3,ἔπειτά,
1.426.t4,τοι,
1.426.t5,εἶμι,Pres4.
1.426.t6,Διὸς,Gen1.
1.426.t7,ποτὶ,Prep3.
1.426.t8,χαλκοβατὲς,Agr.
1.426.t9,δῶ,GBP.
1.427.t1,καί,
1.427.t2,μιν,Acc1.
1.427.t3,γουνάσομαι,
1.427.t4,καί,
1.427.t5,μιν,Acc1.
1.427.t6,πείσεσθαι,
1.427.t7,ὀΐω,
1.428.t1,ὣς,
1.428.t2,ἄρα,
1.428.t3,φωνήσασ',
1.428.t4,ἀπεβήσετο,
1.428.t5,τὸν,Acc1.
1.428.t6,δὲ,
1.428.t7,λίπ',
1.428.t8,αὐτοῦ,
1.429.t1,χωόμενον,
1.429.t2,κατὰ,Prep3.
1.429.t3,θυμὸν,GBP.
1.429.t4,ἐϋζώνοιο,Agr.
1.429.t5,γυναικὸς,Gen17.
1.430.t1,τήν,Acc1.
1.430.t2,ῥα,
1.430.t3,βίῃ,Dat8.
1.430.t4,ἀέκοντος,Partic3.
1.430.t5,ἀπηύρων,Impf1.
1.430.t6,αὐτὰρ,
1.430.t7,Ὀδυσσεὺς,Nom1.
1.431.t1,ἐς,Prep3.
1.431.t2,Χρύσην,GBP.
1.431.t3,ἵκανεν,Impf1.
1.431.t4,ἄγων,
1.431.t5,ἱερὴν,Agr.
1.431.t6,ἑκατόμβην,Acc1.
1.432.t1,οἳ,Nom1.
1.432.t2,δ',
1.432.t3,ὅτε,
1.432.t4,δὴ,
1.432.t5,λιμένος,GBP.
1.432.t6,πολυβενθέος,Agr.
1.432.t7,ἐντὸς,Prep3.
1.432.t8,ἵκοντο,
1.433.t1,ἱστία,Acc1.
1.433.t2,μὲν,
1.433.t3,στείλαντο,
1.433.t4,θέσαν,
1.433.t5,δ',
1.433.t6,ἐν,Prep3.
1.433.t7,νηῒ,GBP.
1.433.t8,μελαίνῃ,Agr.
1.434.t1,ἱστὸν,Acc1.
1.434.t2,δ',
1.434.t3,ἱστοδόκῃ,Dat12.
1.434.t4,πέλασαν,
1.434.t5,προτόνοισιν,Dat8.
1.434.t6,ὑφέντες,
1.435.t1,καρπαλίμως,
1.435.t2,τὴν,Acc1.
1.435.t3,δ',
1.435.t4,εἰς,Prep3.
1.435.t5,ὅρμον,GBP.
1.435.t6,προέρεσσαν,
1.435.t7,ἐρετμοῖς,Dat8.
1.436.t1,ἐκ,
1.436.t2,δ',
1.436.t3,εὐνὰς,Acc1.
1.436.t4,ἔβαλον,
1.436.t5,κατὰ,
1.436.t6,δὲ,
1.436.t7,πρυμνήσι',Acc1.
1.436.t8,ἔδησαν,
1.437.t1,ἐκ,
1.437.t2,δὲ,
1.437.t3,καὶ,
1.437.t4,αὐτοὶ,Nom1.
1.437.t5,βαῖνον,Impf1.
1.437.t6,ἐπὶ,Prep3.
1.437.t7,ῥηγμῖνι,GBP.
1.437.t8,θαλάσσης,Gen4.
1.438.t1,ἐκ,
1.438.t2,δ',
1.438.t3,ἑκατόμβην,Acc1.
1.438.t4,βῆσαν,
1.438.t5,ἑκηβόλῳ,Agr.
1.438.t6,Ἀπόλλωνι,Dat3.
1.439.t1,ἐκ,Prep3.
1.439.t2,δὲ,
1.439.t3,Χρυσηῒς,Nom1.
1.439.t4,νηὸς,GBP.
1.439.t5,βῆ,
1.439.t6,ποντοπόροιο,Agr.
1.440.t1,τὴν,Acc1.
1.440.t2,μὲν,
1.440.t3,ἔπειτ',
1.440.t4,ἐπὶ,Prep3.
1.440.t5,βωμὸν,GBP.
1.440.t6,ἄγων,
1.440.t7,πολύμητις,Agr.
1.440.t8,Ὀδυσσεὺς,Nom1.
1.441.t1,πατρὶ,Agr.
1.441.t2,φίλῳ,Agr.
1.441.t3,ἐν,Prep3.
1.441.t4,χερσὶ,GBP.
1.441.t5,τίθει,Impf1.
1.441.t6,καί,
1.441.t7,μιν,Acc1.
1.441.t8,προσέειπεν,
1.442.t1,ὦ,
1.442.t2,Χρύση,
1.442.t3,πρό,
1.442.t4,μ',GBP.
1.442.t5,ἔπεμψεν,
1.442.t6,ἄναξ,Agr.
1.442.t7,ἀνδρῶν,Gen8.
1.442.t8,Ἀγαμέμνων,Nom1.
1.443.t1,παῖδά,Acc1.
1.443.t2,τε,
1.443.t3,σοὶ,Dat2.
1.443.t4,ἀγέμεν,
1.443.t5,Φοίβῳ,Dat3.
1.443.t6,θ',
1.443.t7,ἱερὴν,Agr.
1.443.t8,ἑκατόμβην,Acc1.
1.444.t1,ῥέξαι,
1.444.t2,ὑπὲρ,Prep1.
1.444.t3,Δαναῶν,GBP.
1.444.t4,ὄφρ',
1.444.t5,ἱλασόμεσθα,
1.444.t6,ἄνακτα,Acc1.
1.445.t1,ὃς,Nom1.
1.445.t2,νῦν,
1.445.t3,Ἀργείοισι,Dat1.
1.445.t4,πολύστονα,Agr.
1.445.t5,κήδε',Acc1.
1.445.t6,ἐφῆκεν,
1.446.t1,ὣς,
1.446.t2,εἰπὼν,
1.446.t3,ἐν,Prep3.
1.446.t4,χερσὶ,GBP.
1.446.t5,τίθει,Impf1.
1.446.t6,ὃ,Nom1.
1.446.t7,δὲ,
1.446.t8,δέξατο,
1.446.t9,χαίρων,
1.447.t1,παῖδα,Acc1.
1.447.t2,φίλην,Agr.
1.447.t3,τοὶ,
1.447.t4,δ',
1.447.t5,ὦκα,
1.447.t6,θεῷ,Dat3.
1.447.t7,ἱερὴν,Agr.
1.447.t8,ἑκατόμβην,Acc1.
1.448.t1,ἑξείης,
1.448.t2,ἔστησαν,
1.448.t3,ἐΰδμητον,Agr.
1.448.t4,περὶ,Prep3.
1.448.t5,βωμόν,GBP.
1.449.t1,χερνίψαντο,
1.449.t2,δ',
1.449.t3,ἔπειτα,
1.449.t4,καὶ,
1.449.t5,οὐλοχύτας,Acc1.
1.449.t6,ἀνέλοντο,
1.450.t1,τοῖσιν,Dat12.
1.450.t2,δὲ,
1.450.t3,Χρύσης,Nom1.
1.450.t4,μεγάλ',Acc8.
1.450.t5,εὔχετο,
1.450.t6,χεῖρας,Acc1.
1.450.t7,ἀνασχών,
1.451.t1,κλῦθί,
1.451.t2,μευ,Gen10.
1.451.t3,ἀργυρότοξ',
1.451.t4,ὃς,Nom1.
1.451.t5,Χρύσην,Acc1.
1.451.t6,ἀμφιβέβηκας,
1.452.t1,Κίλλαν,Acc1.
1.452.t2,τε,
1.452.t3,ζαθέην,Agr.
1.452.t4,Τενέδοιό,Gen10.
1.452.t5,τε,
1.452.t6,ἶφι,
1.452.t7,ἀνάσσεις,
1.453.t1,ἦ,
1.453.t2,μὲν,
1.453.t3,δή,
1.453.t4,ποτ',
1.453.t5,ἐμεῦ,Gen10.
1.453.t6,πάρος,
1.453.t7,ἔκλυες,
1.453.t8,εὐξαμένοιο,Agr.
1.454.t1,τίμησας,
1.454.t2,μὲν,
1.454.t3,ἐμέ,Acc1.
1.454.t4,μέγα,Acc8.
1.454.t5,δ',
1.454.t6,ἴψαο,
1.454.t7,λαὸν,Acc1.
1.454.t8,Ἀχαιῶν,Gen4.
1.455.t1,ἠδ',
1.455.t2,ἔτι,
1.455.t3,καὶ,
1.455.t4,νῦν,
1.455.t5,μοι,Dat3.
1.455.t6,τόδ',Agr.
1.455.t7,ἐπικρήηνον,
1.455.t8,ἐέλδωρ,Acc1.
1.456.t1,ἤδη,
1.456.t2,νῦν,
1.456.t3,Δαναοῖσιν,
1.456.t4,ἀεικέα,Agr.
1.456.t5,λοιγὸν,Acc1.
1.456.t6,ἄμυνον,
1.457.t1,ὣς,
1.457.t2,ἔφατ',Imperf.;Mid.
1.457.t3,εὐχόμενος,
1.457.t4,τοῦ,Gen10.
1.457.t5,δ',
1.457.t6,ἔκλυε,Impf1.
1.457.t7,Φοῖβος,Agr.
1.457.t8,Ἀπόλλων,Nom1.
1.458.t1,αὐτὰρ,
1.458.t2,ἐπεί,
1.458.t3,ῥ',
1.458.t4,εὔξαντο,
1.458.t5,καὶ,
1.458.t6,οὐλοχύτας,Acc1.
1.458.t7,προβάλοντο,
1.459.t1,αὐέρυσαν,
1.459.t2,μὲν,
1.459.t3,πρῶτα,Acc8.
1.459.t4,καὶ,
1.459.t5,ἔσφαξαν,
1.459.t6,καὶ,
1.459.t7,ἔδειραν,
1.460.t1,μηρούς,Acc1.
1.460.t2,τ',
1.460.t3,ἐξέταμον,
1.460.t4,κατά,
1.460.t5,τε,
1.460.t6,κνίσῃ,Dat8.
1.460.t7,ἐκάλυψαν,
1.461.t1,δίπτυχα,Acc8.
1.461.t2,ποιήσαντες,
1.461.t3,ἐπ',Prep3.
1.461.t4,αὐτῶν,GBP.
1.461.t5,δ',
1.461.t6,ὠμοθέτησαν,
1.462.t1,καῖε,Impf1.
1.462.t2,δ',
1.462.t3,ἐπὶ,Prep3.
1.462.t4,σχίζῃς,GBP.
1.462.t5,ὁ,Agr.
1.462.t6,γέρων,Nom1.
1.462.t7,ἐπὶ,
1.462.t8,δ',
1.462.t9,αἴθοπα,Agr.
1.462.t10,οἶνον,Acc1.
1.463.t1,λεῖβε,Impf1.
1.463.t2,νέοι,Nom1.
1.463.t3,δὲ,
1.463.t4,παρ',Prep3.
1.463.t5,αὐτὸν,GBP.
1.463.t6,ἔχον,Impf1.
1.463.t7,πεμπώβολα,Acc1.
1.463.t8,χερσίν,Dat12.
1.464.t1,αὐτὰρ,
1.464.t2,ἐπεὶ,
1.464.t3,κατὰ,
1.464.t4,μῆρε,Nom1.
1.464.t5,κάη,
1.464.t6,καὶ,
1.464.t7,σπλάγχνα,Acc1.
1.464.t8,πάσαντο,
1.465.t1,μίστυλλόν,Impf1.
1.465.t2,τ',
1.465.t3,ἄρα,
1.465.t4,τἆλλα,Acc1.
1.465.t5,καὶ,
1.465.t6,ἀμφ',Prep3.
1.465.t7,ὀβελοῖσιν,GBP.
1.465.t8,ἔπειραν,
1.466.t1,ὤπτησάν,
1.466.t2,τε,
1.466.t3,περιφραδέως,
1.466.t4,ἐρύσαντό,
1.466.t5,τε,
1.466.t6,πάντα,Acc1.
1.467.t1,αὐτὰρ,
1.467.t2,ἐπεὶ,
1.467.t3,παύσαντο,
1.467.t4,πόνου,Gen10.
1.467.t5,τετύκοντό,
1.467.t6,τε,
1.467.t7,δαῖτα,Acc1.
1.468.t1,δαίνυντ',
1.468.t2,οὐ,
1.468.t3,τι,
1.468.t4,θυμὸς,Nom1.
1.468.t5,ἐδεύετο,
1.468.t6,δαιτὸς,Gen5.
1.468.t7,ἐΐσης,Agr.
1.469.t1,αὐτὰρ,
1.469.t2,ἐπεὶ,
1.469.t3,πόσιος,Gen11.
1.469.t4,καὶ,
1.469.t5,ἐδητύος,Gen11.
1.469.t6,ἐξ,
1.469.t7,ἔρον,Acc1.
1.469.t8,ἕντο,
1.470.t1,κοῦροι,Nom1.
1.470.t2,μὲν,
1.470.t3,κρητῆρας,Acc1.
1.470.t4,ἐπεστέψαντο,
1.470.t5,ποτοῖο,Gen5.
1.471.t1,νώμησαν,
1.471.t2,δ',
1.471.t3,ἄρα,
1.471.t4,πᾶσιν,Dat1.
1.471.t5,ἐπαρξάμενοι,
1.471.t6,δεπάεσσιν,Dat8.
1.472.t1,οἳ,Nom1.
1.472.t2,δὲ,
1.472.t3,πανημέριοι,
1.472.t4,μολπῇ,Dat8.
1.472.t5,θεὸν,Acc1.
1.472.t6,ἱλάσκοντο,
1.473.t1,καλὸν,Agr.
1.473.t2,ἀείδοντες,
1.473.t3,παιήονα,Acc1.
1.473.t4,κοῦροι,Nom1.
1.473.t5,Ἀχαιῶν,Gen2.
1.474.t1,μέλποντες,
1.474.t2,ἑκάεργον,Agr.
1.474.t3,ὃ,Nom1.
1.474.t4,δὲ,
1.474.t5,φρένα,Acc1.
1.474.t6,τέρπετ',
1.474.t7,ἀκούων,
1.475.t1,ἦμος,
1.475.t2,δ',
1.475.t3,ἠέλιος,Nom1.
1.475.t4,κατέδυ,
1.475.t5,καὶ,
1.475.t6,ἐπὶ,
1.475.t7,κνέφας,Nom1.
1.475.t8,ἦλθε,
1.476.t1,δὴ,
1.476.t2,τότε,
1.476.t3,κοιμήσαντο,
1.476.t4,παρὰ,Prep3.
1.476.t5,πρυμνήσια,GBP.
1.476.t6,νηός,Gen1.
1.477.t1,ἦμος,
1.477.t2,δ',
1.477.t3,ἠριγένεια,Agr.
1.477.t4,φάνη,
1.477.t5,ῥοδοδάκτυλος,Agr.
1.477.t6,Ἠώς,Nom1.
1.478.t1,καὶ,
1.478.t2,τότ',
1.478.t3,ἔπειτ',
1.478.t4,ἀνάγοντο,
1.478.t5,μετὰ,Prep3.
1.478.t6,στρατὸν,GBP.
1.478.t7,εὐρὺν,Agr.
1.478.t8,Ἀχαιῶν,Gen1.
1.479.t1,τοῖσιν,Dat1.
1.479.t2,δ',
1.479.t3,ἴκμενον,Agr.
1.479.t4,οὖρον,Acc1.
1.479.t5,ἵει,Impf1.
1.479.t6,ἑκάεργος,Agr.
1.479.t7,Ἀπόλλων,Nom1.
1.480.t1,οἳ,Nom1.
1.480.t2,δ',
1.480.t3,ἱστὸν,Acc1.
1.480.t4,στήσαντ',
1.480.t5,ἀνά,
1.480.t6,θ',
1.480.t7,ἱστία,Acc1.
1.480.t8,λευκὰ,Agr.
1.480.t9,πέτασσαν,
1.481.t1,ἐν,
1.481.t2,δ',
1.481.t3,ἄνεμος,Nom1.
1.481.t4,πρῆσεν,
1.481.t5,μέσον,Agr.
1.481.t6,ἱστίον,Acc1.
1.481.t7,ἀμφὶ,Prep3.
1.481.t8,δὲ,
1.481.t9,κῦμα,Nom1.
1.482.t1,στείρῃ,GBP.
1.482.t2,πορφύρεον,Agr.
1.482.t3,μεγάλ',Acc8.
1.482.t4,ἴαχε,Impf1.
1.482.t5,νηὸς,Agr.
1.482.t6,ἰούσης,Partic3.
1.483.t1,ἣ,Nom1.
1.483.t2,δ',
1.483.t3,ἔθεεν,Impf1.
1.483.t4,κατὰ,Prep3.
1.483.t5,κῦμα,GBP.
1.483.t6,διαπρήσσουσα,
1.483.t7,κέλευθον,Acc1.
1.484.t1,αὐτὰρ,
1.484.t2,ἐπεί,
1.484.t3,ῥ',
1.484.t4,ἵκοντο,
1.484.t5,κατὰ,Prep3.
1.484.t6,στρατὸν,GBP.
1.484.t7,εὐρὺν,Agr.
1.484.t8,Ἀχαιῶν,Gen1.
1.485.t1,νῆα,Acc1.
1.485.t2,μὲν,
1.485.t3,οἵ,Nom1.
1.485.t4,γε,
1.485.t5,μέλαιναν,Agr.
1.485.t6,ἐπ',Prep3.
1.485.t7,ἠπείροιο,GBP.
1.485.t8,ἔρυσσαν,
1.486.t1,ὑψοῦ,
1.486.t2,ἐπὶ,Prep3.
1.486.t3,ψαμάθοις,GBP.
1.486.t4,ὑπὸ,
1.486.t5,δ',
1.486.t6,ἕρματα,Acc1.
1.486.t7,μακρὰ,Agr.
1.486.t8,τάνυσσαν,
1.487.t1,αὐτοὶ,Nom1.
1.487.t2,δ',
1.487.t3,ἐσκίδναντο,
1.487.t4,κατὰ,Prep3.
1.487.t5,κλισίας,GBP.
1.487.t6,τε,
1.487.t7,νέας,
1.487.t8,τε,
1.488.t1,αὐτὰρ,
1.488.t2,ὃ,Nom1.
1.488.t3,μήνιε,Impf1.
1.488.t4,νηυσὶ,Dat1.
1.488.t5,παρήμενος,
1.488.t6,ὠκυπόροισι,Agr.
1.489.t1,διογενὴς,Agr.
1.489.t2,Πηλῆος,Gen1.
1.489.t3,υἱὸς,Agr.
1.489.t4,πόδας,Acc4.
1.489.t5,ὠκὺς,Agr.
1.489.t6,Ἀχιλλεύς,Nom1.
1.490.t1,οὔτέ,
1.490.t2,ποτ',
1.490.t3,εἰς,Prep3.
1.490.t4,ἀγορὴν,GBP.
1.490.t5,πωλέσκετο,
1.490.t6,κυδιάνειραν,Agr.
1.491.t1,οὔτέ,
1.491.t2,ποτ',
1.491.t3,ἐς,Prep3.
1.491.t4,πόλεμον,GBP.
1.491.t5,ἀλλὰ,
1.491.t6,φθινύθεσκε,Impf1.
1.491.t7,φίλον,Agr.
1.491.t8,κῆρ,Acc1.
1.492.t1,αὖθι,
1.492.t2,μένων,
1.492.t3,ποθέεσκε,Impf1.
1.492.t4,δ',
1.492.t5,ἀϋτήν,Acc1.
1.492.t6,τε,
1.492.t7,πτόλεμόν,Acc1.
1.492.t8,τε,
1.493.t1,ἀλλ',
1.493.t2,ὅτε,
1.493.t3,δή,
1.493.t4,ῥ',
1.493.t5,ἐκ,Prep7.
1.493.t6,τοῖο,GBP.
1.493.t7,δυωδεκάτη,Agr.
1.493.t8,γένετ',
1.493.t9,ἠώς,Nom1.
1.494.t1,καὶ,
1.494.t2,τότε,
1.494.t3,δὴ,
1.494.t4,πρὸς,Prep3.
1.494.t5,Ὄλυμπον,GBP.
1.494.t6,ἴσαν,Impf1.
1.494.t7,θεοὶ,Nom1.
1.494.t8,αἰὲν,
1.494.t9,ἐόντες,
1.495.t1,πάντες,Agr.
1.495.t2,ἅμα,
1.495.t3,Ζεὺς,
1.495.t4,δ',
1.495.t5,ἦρχε,Impf1.
1.495.t6,Θέτις,Nom1.
1.495.t7,δ',
1.495.t8,οὐ,
1.495.t9,λήθετ',
1.495.t10,ἐφετμέων,Gen10.
1.496.t1,παιδὸς,Gen1.
1.496.t2,ἑοῦ,Agr.
1.496.t3,ἀλλ',
1.496.t4,ἥ,Nom1.
1.496.t5,γ',
1.496.t6,ἀνεδύσετο,
1.496.t7,κῦμα,Acc1.
1.496.t8,θαλάσσης,Gen4.
1.497.t1,ἠερίη,
1.497.t2,δ',
1.497.t3,ἀνέβη,
1.497.t4,μέγαν,Agr.
1.497.t5,οὐρανὸν,Acc1.
1.497.t6,Οὔλυμπόν,Acc1.
1.497.t7,τε,
1.498.t1,εὗρεν,
1.498.t2,δ',
1.498.t3,εὐρύοπα,Agr.
1.498.t4,Κρονίδην,Acc1.
1.498.t5,ἄτερ,Prep3.
1.498.t6,ἥμενον,Agr.
1.498.t7,ἄλλων,GBP.
1.499.t1,ἀκροτάτῃ,Agr.
1.499.t2,κορυφῇ,Dat12.
1.499.t3,πολυδειράδος,Agr.
1.499.t4,Οὐλύμποιο,Gen1.
1.500.t1,καί,
1.500.t2,ῥα,
1.500.t3,πάροιθ',Prep3.
1.500.t4,αὐτοῖο,GBP.
1.500.t5,καθέζετο,
1.500.t6,καὶ,
1.500.t7,λάβε,
1.500.t8,γούνων,Gen10.
1.501.t1,σκαιῇ,Dat8.
1.501.t2,δεξιτερῇ,Dat8.
1.501.t3,δ',
1.501.t4,ἄρ',
1.501.t5,ὑπ',Prep3.
1.501.t6,ἀνθερεῶνος,GBP.
1.501.t7,ἑλοῦσα,
1.502.t1,λισσομένη,
1.502.t2,προσέειπε,
1.502.t3,Δία,Acc1.
1.502.t4,Κρονίωνα,Agr.
1.502.t5,ἄνακτα,Agr.
1.503.t1,Ζεῦ,
1.503.t2,πάτερ,
1.503.t3,εἴ,
1.503.t4,ποτε,
1.503.t5,δή,
1.503.t6,σε,Acc1.
1.503.t7,μετ',Prep3.
1.503.t8,ἀθανάτοισιν,GBP.
1.503.t9,ὄνησα,
1.504.t1,ἢ,
1.504.t2,ἔπει,Dat8.
1.504.t3,ἢ,
1.504.t4,ἔργῳ,Dat8.
1.504.t5,τόδε,
1.504.t6,μοι,Dat3.
1.504.t7,κρήηνον,
1.504.t8,ἐέλδωρ,Acc1.
1.505.t1,τίμησόν,
1.505.t2,μοι,Dat2.
1.505.t3,υἱὸν,Acc1.
1.505.t4,ὃς,Nom1.
1.505.t5,ὠκυμορώτατος,Nom2.
1.505.t6,ἄλλων,Gen13.
1.506.t1,ἔπλετ',
1.506.t2,ἀτάρ,
1.506.t3,μιν,Acc1.
1.506.t4,νῦν,
1.506.t5,γε,Agr.
1.506.t6,ἄναξ,
1.506.t7,ἀνδρῶν,Gen8.
1.506.t8,Ἀγαμέμνων,Nom1.
1.507.t1,ἠτίμησεν,
1.507.t2,ἑλὼν,
1.507.t3,γὰρ,
1.507.t4,ἔχει,
1.507.t5,γέρας,Acc1.
1.507.t6,αὐτὸς,Nom1.
1.507.t7,ἀπούρας,
1.508.t1,ἀλλὰ,
1.508.t2,σύ,
1.508.t3,πέρ,
1.508.t4,μιν,Acc1.
1.508.t5,τῖσον,
1.508.t6,Ὀλύμπιε,
1.508.t7,μητίετα,
1.508.t8,Ζεῦ,
1.509.t1,τόφρα,
1.509.t2,δ',
1.509.t3,ἐπὶ,Prep4.
1.509.t4,Τρώεσσι,GBP.
1.509.t5,τίθει,
1.509.t6,κράτος,Acc1.
1.509.t7,ὄφρ',
1.509.t8,ἂν,
1.509.t9,Ἀχαιοὶ,Nom1.
1.510.t1,υἱὸν,Acc1.
1.510.t2,ἐμὸν,Agr.
1.510.t3,τίσωσιν,Aor12.;Subj.
1.510.t4,ὀφέλλωσίν,Aor12.;Subj.
1.510.t5,τέ,
1.510.t6,ἑ,Acc1.
1.510.t7,τιμῇ,Dat8.;Dat6.
1.511.t1,ὣς,
1.511.t2,φάτο,
1.511.t3,τὴν,Acc10.
1.511.t4,δ',
1.511.t5,οὔ,
1.511.t6,τι,Acc1.
1.511.t7,προσέφη,Impf1.
1.511.t8,νεφεληγερέτα,Agr.
1.511.t9,Ζεύς,Nom1.
1.512.t1,ἀλλ',
1.512.t2,ἀκέων,Agr.
1.512.t3,δὴν,
1.512.t4,ἧστο,Pluperf.
1.512.t5,Θέτις,Nom1.
1.512.t6,δ',
1.512.t7,ὡς,
1.512.t8,ἥψατο,
1.512.t9,γούνων,Gen10.
1.513.t1,ὣς,
1.513.t2,ἔχετ',
1.513.t3,ἐμπεφυυῖα,
1.513.t4,καὶ,
1.513.t5,εἴρετο,
1.513.t6,δεύτερον,Acc8.
1.513.t7,αὖτις,
1.514.t1,νημερτὲς,Acc8.
1.514.t2,μὲν,
1.514.t3,δή,
1.514.t4,μοι,Dat1.
1.514.t5,ὑπόσχεο,
1.514.t6,καὶ,
1.514.t7,κατάνευσον,
1.515.t1,ἢ,
1.515.t2,ἀπόειπ',
1.515.t3,ἐπεὶ,
1.515.t4,οὔ,
1.515.t5,τοι,Dat2.
1.515.t6,ἔπι,
1.515.t7,δέος,Nom1.
1.515.t8,ὄφρ',
1.515.t9,ἐῢ,
1.515.t10,εἰδέω,
1.516.t1,ὅσσον,Acc8.
1.516.t2,ἐγὼ,Nom1.
1.516.t3,μετὰ,Prep3.
1.516.t4,πᾶσιν,GBP.
1.516.t5,ἀτιμοτάτη,
1.516.t6,θεός,Nom2.
1.516.t7,εἰμι,
1.517.t1,τὴν,Acc1.
1.517.t2,δὲ,
1.517.t3,μέγ',Acc8.
1.517.t4,ὀχθήσας,
1.517.t5,προσέφη,Impf1.
1.517.t6,νεφεληγερέτα,Agr.
1.517.t7,Ζεύς,Nom1.
1.518.t1,ἦ,
1.518.t2,δὴ,
1.518.t3,λοίγια,Agr.
1.518.t4,ἔργ',Nom1.
1.518.t5,ὅ,
1.518.t6,τέ,
1.518.t7,μ',Acc1.
1.518.t8,ἐχθοδοπῆσαι,
1.518.t9,ἐφήσεις,
1.519.t1,Ἥρῃ,Dat1.
1.519.t2,ὅτ',
1.519.t3,ἄν,
1.519.t4,μ',Acc1.
1.519.t5,ἐρέθῃσιν,
1.519.t6,ὀνειδείοις,Agr.
1.519.t7,ἐπέεσσιν,Dat8.
1.520.t1,ἣ,
1.520.t2,δὲ,
1.520.t3,καὶ,
1.520.t4,αὔτως,
1.520.t5,μ',Acc1.
1.520.t6,αἰεὶ,
1.520.t7,ἐν,Prep3.
1.520.t8,ἀθανάτοισι,Agr.
1.520.t9,θεοῖσι,
1.521.t1,νεικεῖ,
1.521.t2,καί,
1.521.t3,τέ,
1.521.t4,μέ,Acc1.
1.521.t5,φησι,
1.521.t6,μάχῃ,Dat12.
1.521.t7,Τρώεσσιν,Dat1.
1.521.t8,ἀρήγειν,
1.522.t1,ἀλλὰ,
1.522.t2,σὺ,
1.522.t3,μὲν,
1.522.t4,νῦν,
1.522.t5,αὖτις,
1.522.t6,ἀπόστιχε,
1.522.t7,μή,
1.522.t8,τι,Acc1.
1.522.t9,νοήσῃ,Aor12.;Subj.
1.523.t1,Ἥρη,
1.523.t2,ἐμοὶ,Dat1.
