ve_ref,value,word_value,lemma,gloss,part_of_speech,tag,case,mood
51.213.t23,ἐπιχειρεῖς.,ἐπιχειρεῖς,ἐπιχειρέω,put one`s hand to,verb,v2spia---,,indicative
51.214.t1,ἡμεῖς,ἡμεῖς,ἐγώ,1: ik,,p1p---cn-,,
51.214.t2,γάρ,γάρ,γάρ,"1: want, immers, namelijk | (in levendige vragen) toch, dan?",adverb,d--------,,
51.214.t3,σε,σε,σύ,"1: jij, u",,p2s---ca-,,
51.214.t4,"γεννήσαντες,",γεννήσαντες,γεννάω,beget,verb,v-papamn-,nominative,participle
51.214.t5,"ἐκθρέψαντες,",ἐκθρέψαντες,ἐκτρέφω,"bring up from childhood, rear up",verb,v-papamn-,nominative,participle
51.214.t6,"παιδεύσαντες,",παιδεύσαντες,παιδεύω,bring up or rear a child,verb,v-papamn-,nominative,participle
51.214.t7,μεταδόντες,μεταδόντες,μεταδίδωμι,"give part of, give a share",verb,v-papamn-,nominative,participle
51.214.t8,ἁπάντων,ἁπάντων,ἅπας,"1: (ge)heel, al",adjective,a-p---ng-,genitive,
51.214.t9,ὧν,ὧν,ὅς,"1: die, dat",pronoun,p-p---ng-,genitive,
51.214.t10,οἷοί,οἷοί,οἷος,1: (zo een)... als,pronoun,p-p---mn-,nominative,
51.214.t11,τ’,τ’,τε,1: en,conjunction,c--------,,
51.214.t12,ἦμεν,ἦμεν,εἰμί,1: gaan,verb,v1piia---,,indicative
51.214.t13,καλῶν,καλῶν,καλός,1: mooi,adjective,a-p---ng-,genitive,
51.214.t14,σοὶ,σοὶ,σύ,"1: jij, u",,p2s---cd-,,
51.214.t15,καὶ,καὶ,καί,"1: en | ook, zelfs",,b--------,,
51.214.t16,τοῖς,τοῖς,ὁ,1: ,article,l-p---md-,dative,
51.214.t17,ἄλλοις,ἄλλοις,ἄλλος,1: ander,pronoun,p-p---md-,dative,
51.214.t18,πᾶσιν,πᾶσιν,πᾶς,1: geheel | elk | alle,adjective,a-p---md-,dative,
51.214.t19,"πολίταις,",πολίταις,πολίτης,1: burger,noun,n-p---md-,dative,
51.214.t20,ὅμως,ὅμως,ὅμως,"all the same, nevertheless",adverb,d--------,,
51.214.t21,προαγορεύομεν,προαγορεύομεν,προαγορεύω,tell beforehand,verb,v1ppia---,,indicative
51.214.t22,τῷ,τῷ,ὁ,1: ,article,l-s---nd-,dative,
51.214.t23,ἐξουσίαν,ἐξουσίαν,ἐξουσία,"power, authority",noun,n-s---fa-,accusative,
51.214.t24,πεποιηκέναι,πεποιηκέναι,ποιέω,"1: maken, doen, handelen | dichten | doen",verb,v--rna---,,infinitive
51.214.t25,Ἀθηναίων,Ἀθηναίων,Ἀθηναῖος,,adjective,a-p---mg-,genitive,
51.214.t26,τῷ,τῷ,ὁ,1: ,article,l-s---md-,dative,
51.214.t27,"βουλομένῳ,",βουλομένῳ,βούλομαι,"1: willen, wensen",verb,v-sppemd-,dative,participle
51.214.t28,ἐπειδὰν,ἐπειδὰν,ἐπειδάν,whenever,conjunction,c--------,,
51.214.t29,δοκιμασθῇ,δοκιμασθῇ,δοκιμάζω,"assay, test",verb,v3sasp---,,subjunctive
51.214.t30,καὶ,καὶ,καί,"1: en | ook, zelfs",,b--------,,
51.214.t31,ἴδῃ,ἴδῃ,ὁράω,1: zien,verb,v3sasa---,,subjunctive
51.214.t32,τὰ,τὰ,ὁ,1: ,article,l-p---na-,accusative,
51.214.t33,ἐν,ἐν,ἐν,"1: in, binnenin, temidden van",preposition,r--------,,
51.214.t34,τῇ,τῇ,ὁ,1: ,article,l-s---fd-,dative,
51.214.t35,πόλει,πόλει,πόλις,"1: stad, staat",noun,n-s---fd-,dative,
51.214.t36,πράγματα,πράγματα,πρᾶγμα,1: ding,noun,n-p---na-,accusative,
51.214.t37,καὶ,καὶ,καί,"1: en | ook, zelfs",,b--------,,
51.214.t38,ἡμᾶς,ἡμᾶς,ἐγώ,1: ik,,p1p---ca-,,
51.214.t39,τοὺς,τοὺς,ὁ,1: ,article,l-p---ma-,accusative,
51.214.t40,"νόμους,",νόμους,νόμος,"1: gebruik, wet",noun,n-p---ma-,accusative,
51.214.t41,ᾧ,ᾧ,ὅς,"1: die, dat",pronoun,p-s---md-,dative,
51.214.t42,ἂν,ἂν,ἄν,1: ,adverb,d--------,,
51.214.t43,μὴ,μὴ,μή,1: niet,adverb,d--------,,
51.214.t44,ἀρέσκωμεν,ἀρέσκωμεν,ἀρέσκω,"1: behagen, bevallen, voldoening geven aan | tevreden stellen, verzoenen",verb,v1ppsa---,,subjunctive
51.214.t45,"ἡμεῖς,",ἡμεῖς,ἐγώ,1: ik,,p1p---cn-,,
51.214.t46,ἐξεῖναι,ἐξεῖναι,ἔξεστι,1: het is geoorloofd | het is mogelijk,verb,v--pna---,,infinitive
51.214.t47,λαβόντα,λαβόντα,λαμβάνω,"1: nemen, grijpen | verwerven, verkrijgen",verb,v-sapama-,accusative,participle
51.214.t48,τὰ,τὰ,ὁ,1: ,article,l-p---na-,accusative,
51.214.t49,αὑτοῦ,αὑτοῦ,ἑαυτοῦ,1: zichzelf,pronoun,p-s---mg-,genitive,
51.214.t50,ἀπιέναι,ἀπιέναι,ἀπέρχομαι,"1: weggaan, vertrekken",verb,v--pna---,,infinitive
51.214.t51,ὅποι,ὅποι,ὅποι,"to which place, whither",adverb,d--------,,
51.214.t52,ἂν,ἂν,ἄν,1: ,adverb,d--------,,
51.214.t53,βούληται.,βούληται,βούλομαι,"1: willen, wensen",verb,v3spse---,,subjunctive
51.214.t54,[0],[0],,,,,,
51.214.t55,[1],[1],,,,,,
51.214.t56,[2],[2],,,,,,
51.215.t1,καὶ,καὶ,καί,"1: en | ook, zelfs",,b--------,,
51.215.t2,οὐδεὶς,οὐδεὶς,οὐδείς,"1: niemand, niets",pronoun,p-s---mn-,nominative,
51.215.t3,ἡμῶν,ἡμῶν,ἐγώ,1: ik,,p1p---cg-,,
51.215.t4,τῶν,τῶν,ὁ,1: ,article,l-p---mg-,genitive,
51.215.t5,νόμων,νόμων,νόμος,"1: gebruik, wet",noun,n-p---mg-,genitive,
51.215.t6,ἐμποδών,ἐμποδών,ἐμποδών,"before the feet, in the way, in one`s path",adverb,d--------,,
51.215.t7,ἐστιν,ἐστιν,εἰμί,1: gaan,verb,v3spia---,,indicative
51.215.t8,οὐδ’,οὐδ’,οὐδέ,"1: en niet, zelfs niet, en ook niet",adverb,d--------,,
51.215.t9,"ἀπαγορεύει,",ἀπαγορεύει,ἀπαγορεύω,"1: opgeven, moe worden | afraden, verbieden",verb,v3spia---,,indicative
51.215.t10,ἐάντε,ἐάντε,ἐάν,"if haply, if",conjunction,c--------,,
51.215.t11,τις,τις,τις,"1: wie?, welke?",,p-s---cn-,,
51.215.t12,βούληται,βούληται,βούλομαι,"1: willen, wensen",verb,v3spse---,,subjunctive
51.215.t13,ὑμῶν,ὑμῶν,σύ,"1: jij, u",,p2p---cg-,,
51.215.t14,εἰς,εἰς,εἰς,1: naar binnen | in | tot aan; tegen,preposition,r--------,,
51.215.t15,ἀποικίαν,ἀποικίαν,ἀποικία,"settlement far from home, colony",noun,n-s---fa-,accusative,
51.215.t16,"ἰέναι,",ἰέναι,ἔρχομαι,"1: gaan, komen",verb,v--pna---,,infinitive
51.215.t17,εἰ,εἰ,εἰ,"1: als, indien, in geval | of",conjunction,c--------,,
51.215.t18,μὴ,μὴ,μή,1: niet,adverb,d--------,,
51.215.t19,ἀρέσκοιμεν,ἀρέσκοιμεν,ἀρέσκω,"1: behagen, bevallen, voldoening geven aan | tevreden stellen, verzoenen",verb,v1ppoa---,,optative
51.215.t20,ἡμεῖς,ἡμεῖς,ἐγώ,1: ik,,p1p---cn-,,
51.215.t21,τε,τε,τε,1: en,conjunction,c--------,,
51.215.t22,καὶ,καὶ,καί,"1: en | ook, zelfs",,b--------,,
51.215.t23,ἡ,ἡ,ὁ,1: ,article,l-s---fn-,nominative,
51.215.t24,"πόλις,",πόλις,πόλις,"1: stad, staat",noun,n-s---fn-,nominative,
51.215.t25,ἐάντε,ἐάντε,ἐάν,"if haply, if",conjunction,c--------,,
51.215.t26,μετοικεῖν,μετοικεῖν,μετοικέω,"change one`s abode, remove to",verb,v--pna---,,infinitive
51.215.t27,ἄλλοσέ,ἄλλοσέ,ἄλλοτε,at another time,adverb,d--------,,
51.215.t28,ποι,ποι,ποι,3: waarheen?,adverb,d--------,,
51.215.t29,"ἐλθών,",ἐλθών,ἔρχομαι,"1: gaan, komen",verb,v-sapamn-,nominative,participle
51.215.t30,ἰέναι,ἰέναι,ἔρχομαι,"1: gaan, komen",verb,v--pna---,,infinitive
51.215.t31,ἐκεῖσε,ἐκεῖσε,ἐκεῖσε,"thither, to that place",adverb,d--------,,
51.215.t32,ὅποι,ὅποι,ὅποι,"to which place, whither",adverb,d--------,,
51.215.t33,ἂν,ἂν,ἄν,1: ,adverb,d--------,,
51.215.t34,"βούληται,",βούληται,βούλομαι,"1: willen, wensen",verb,v3spse---,,subjunctive
51.215.t35,ἔχοντα,ἔχοντα,ἔχω,"1: hebben, houden | iets zijn | zich vastklampen",verb,v-sppama-,accusative,participle
51.215.t36,τὰ,τὰ,ὁ,1: ,article,l-p---na-,accusative,
51.215.t37,αὑτοῦ.,αὑτοῦ,ἑαυτοῦ,1: zichzelf,pronoun,p-s---mg-,genitive,
51.215.t38,[0],[0],,,,,,
51.216.t1,ὃς,ὃς,ὅς,"1: die, dat",pronoun,p-s---mn-,nominative,
51.216.t2,δ’,δ’,δέ,"1: en, echter (leidt een tegenstelling of een verbinding in, blijft vaak onvertaald)",adverb,d--------,,
51.216.t3,ἂν,ἂν,ἄν,1: ,adverb,d--------,,
51.216.t4,ὑμῶν,ὑμῶν,σύ,"1: jij, u",,p2p---cg-,,
51.216.t5,"παραμείνῃ,",παραμείνῃ,παραμένω,"stay beside or near, stand by",verb,v3sasa---,,subjunctive
51.216.t6,ὁρῶν,ὁρῶν,ὁράω,1: zien,verb,v-sppamn-,nominative,participle
51.216.t7,ὃν,ὃν,ὅς,"1: die, dat",pronoun,p-s---ma-,accusative,
51.216.t8,τρόπον,τρόπον,τρόπος,"1: manier, wending | karakter",noun,n-s---ma-,accusative,
51.216.t9,ἡμεῖς,ἡμεῖς,ἐγώ,1: ik,,p1p---cn-,,
51.216.t10,τάς,τάς,ὁ,1: ,article,l-p---fa-,accusative,
51.216.t11,τε,τε,τε,1: en,conjunction,c--------,,
51.216.t12,δίκας,δίκας,δίκη,"1: recht | rechtspraak: geding of vonnis | gewoonte, handelswijze",noun,n-p---fa-,accusative,
51.216.t13,δικάζομεν,δικάζομεν,δικάζω,"judge, sit in judgement",verb,v1ppia---,,indicative
51.216.t14,καὶ,καὶ,καί,"1: en | ook, zelfs",,b--------,,
51.216.t15,τἆλλα,τἆλλα,ἄλλος,1: ander,pronoun,p-p---na-,accusative,
51.216.t16,τὴν,τὴν,ὁ,1: ,article,l-s---fa-,accusative,
51.216.t17,πόλιν,πόλιν,πόλις,"1: stad, staat",noun,n-s---fa-,accusative,
51.216.t18,"διοικοῦμεν,",διοικοῦμεν,διοικέω,keep house:,verb,v1ppia---,,indicative
51.216.t19,ἤδη,ἤδη,ἤδη,"1: reeds, al | vanaf nu",adverb,d--------,,
51.216.t20,φαμὲν,φαμὲν,φημί,1: beweren,verb,v1ppia---,,indicative
51.216.t21,τοῦτον,τοῦτον,οὗτος,1: die (daar),pronoun,p-s---ma-,accusative,
51.216.t22,ὡμολογηκέναι,ὡμολογηκέναι,ὁμολογέω,"agree with, say the same thing as",verb,v--rna---,,infinitive
51.216.t23,ἔργῳ,ἔργῳ,ἔργον,"1: werk, bezigheid, taak",noun,n-s---nd-,dative,
51.216.t24,ἡμῖν,ἡμῖν,ἐγώ,1: ik,,p1p---cd-,,
51.216.t25,ἃ,ἃ,ὅς,"1: die, dat",pronoun,p-p---na-,accusative,
51.216.t26,ἂν,ἂν,ἄν,1: ,adverb,d--------,,
51.216.t27,ἡμεῖς,ἡμεῖς,ἐγώ,1: ik,,p1p---cn-,,
51.216.t28,κελεύωμεν,κελεύωμεν,κελεύω,"1: bevelen, opvorderen",verb,v1ppsa---,,subjunctive
51.216.t29,ποιήσειν,ποιήσειν,ποιέω,"1: maken, doen, handelen | dichten | doen",verb,v--fna---,,infinitive
51.216.t30,"ταῦτα,",ταῦτα,οὗτος,1: die (daar),pronoun,p-p---na-,accusative,
51.216.t31,καὶ,καὶ,καί,"1: en | ook, zelfs",,b--------,,
51.216.t32,τὸν,τὸν,ὁ,1: ,article,l-s---ma-,accusative,
51.216.t33,μὴ,μὴ,μή,1: niet,adverb,d--------,,
51.216.t34,πειθόμενον,πειθόμενον,πείθω,1: overtuiging,verb,v-sppema-,accusative,participle
51.216.t35,τριχῇ,τριχῇ,τριχῆ,"in three ways, triply",adverb,d--------,,
51.216.t36,φαμεν,φαμεν,φημί,1: beweren,verb,v1ppia---,,indicative
51.216.t37,"ἀδικεῖν,",ἀδικεῖν,ἀδικέω,1: onrechtvaardig handelen | schade berokkenen,verb,v--pna---,,infinitive
51.216.t38,ὅτι,ὅτι,ὅτι,"1: omdat, dat",conjunction,c--------,,
51.216.t39,τε,τε,τε,1: en,conjunction,c--------,,
51.216.t40,γεννηταῖς,γεννηταῖς,γεννητής,"begetter, parent",noun,n-p---md-,dative,
51.216.t41,οὖσιν,οὖσιν,εἰμί,1: gaan,verb,v-pppamd-,dative,participle
51.216.t42,ἡμῖν,ἡμῖν,ἐγώ,1: ik,,p1p---cd-,,
51.216.t43,οὐ,οὐ,οὐ,1: niet,adverb,d--------,,
51.216.t44,"πείθεται,",πείθεται,πείθω,1: overtuiging,verb,v3spie---,,indicative
51.216.t45,καὶ,καὶ,καί,"1: en | ook, zelfs",,b--------,,
51.216.t46,ὅτι,ὅτι,ὅτι,"1: omdat, dat",conjunction,c--------,,
51.216.t47,"τροφεῦσι,",τροφεῦσι,τρέφω,1: voeden | opvoeden,verb,v-pppamd-,dative,participle
51.216.t48,καὶ,καὶ,καί,"1: en | ook, zelfs",,b--------,,
51.216.t49,ὅτι,ὅτι,ὅτι,"1: omdat, dat",conjunction,c--------,,
51.216.t50,ὁμολογήσας,ὁμολογήσας,ὁμολογέω,"agree with, say the same thing as",verb,v-sapamn-,nominative,participle
51.216.t51,ἡμῖν,ἡμῖν,ἐγώ,1: ik,,p1p---cd-,,
51.216.t52,πείσεσθαι,πείσεσθαι,πάσχω,"1: ervaren, lijden",verb,v--fnm---,,infinitive
51.216.t53,οὔτε,οὔτε,οὔτε,1: noch,conjunction,c--------,,
51.216.t54,πείθεται,πείθεται,πείθω,1: overtuiging,verb,v3spie---,,indicative
51.216.t55,οὔτε,οὔτε,οὔτε,1: noch,conjunction,c--------,,
51.216.t56,πείθει,πείθει,πείθω,1: overtuiging,verb,v3spia---,,indicative
51.216.t57,"ἡμᾶς,",ἡμᾶς,ἐγώ,1: ik,,p1p---ca-,,
51.216.t58,εἰ,εἰ,εἰ,"1: als, indien, in geval | of",conjunction,c--------,,
51.216.t59,μὴ,μὴ,μή,1: niet,adverb,d--------,,
51.216.t60,καλῶς,καλῶς,καλός,1: mooi,adverb,d--------,,
51.216.t61,τι,τι,τις,"1: wie?, welke?",pronoun,p-s---na-,accusative,
51.216.t62,ποιοῦμεν,ποιοῦμεν,ποιέω,"1: maken, doen, handelen | dichten | doen",verb,v1ppia---,,indicative
51.216.t63,",προτιθέντων",",προτιθέντων",προτίθημι,"set before, set out",verb,v-pppamg-,genitive,participle
51.216.t64,ἡμῶν,ἡμῶν,ἐγώ,1: ik,,p1p---cg-,,
51.216.t65,καὶ,καὶ,καί,"1: en | ook, zelfs",,b--------,,
51.216.t66,οὐκ,οὐκ,οὐ,1: niet,adverb,d--------,,
51.216.t67,ἀγρίως,ἀγρίως,ἄγριος,"living in the fields, wild, savage.",adverb,d--------,,
51.216.t68,ἐπιταττόντων,ἐπιταττόντων,ἐπιτάσσω,put upon,verb,v-pppamg-,genitive,participle
51.216.t69,ποιεῖν,ποιεῖν,ποιέω,"1: maken, doen, handelen | dichten | doen",verb,v--pna---,,infinitive
51.216.t70,ἃ,ἃ,ὅς,"1: die, dat",pronoun,p-p---na-,accusative,
51.216.t71,ἂν,ἂν,ἄν,1: ,adverb,d--------,,
51.216.t72,"κελεύωμεν,",κελεύωμεν,κελεύω,"1: bevelen, opvorderen",verb,v1ppsa---,,subjunctive
51.216.t73,ἀλλὰ,ἀλλὰ,ἀλλά,1: maar,,b--------,,
51.216.t74,ἐφιέντων,ἐφιέντων,ἐφίημι,"1: zenden naar, laten gaan | streven naar, verlangen",verb,v-pppamg-,genitive,participle
51.216.t75,δυοῖν,δυοῖν,δύο,1: twee,,m-d---ng-,,
51.216.t76,"θάτερα,",θάτερα,ἕτερος,"1: een van beide, de ander",adjective,a-p---na-,accusative,
51.216.t77,ἢ,ἢ,ἤ,1: zeker | werkelijk (partikel in een directe vraag),conjunction,c--------,,
51.216.t78,πείθειν,πείθειν,πείθω,1: overtuiging,verb,v--pna---,,infinitive
51.216.t79,ἡμᾶς,ἡμᾶς,ἐγώ,1: ik,,p1p---ca-,,
51.216.t80,ἢ,ἢ,ἤ,1: zeker | werkelijk (partikel in een directe vraag),conjunction,c--------,,
51.216.t81,"ποιεῖν,",ποιεῖν,ποιέω,"1: maken, doen, handelen | dichten | doen",verb,v--pna---,,infinitive
51.216.t82,τούτων,τούτων,οὗτος,1: die (daar),pronoun,p-p---ng-,genitive,
51.216.t83,οὐδέτερα,οὐδέτερα,οὐδέτερος,"not either, neither of the two",pronoun,p-p---na-,accusative,
51.216.t84,ποιεῖ.,ποιεῖ,ποιέω,"1: maken, doen, handelen | dichten | doen",verb,v3spia---,,indicative
51.216.t85,[0],[0],,,,,,
52.217.t1,ταύταις,ταύταις,οὗτος,1: die (daar),pronoun,p-p---fd-,dative,
52.217.t2,δή,δή,δή,"1: al, reeds | dus, dan toch",adverb,d--------,,
52.217.t3,φαμεν,φαμεν,φημί,1: beweren,verb,v1ppia---,,indicative
52.217.t4,καὶ,καὶ,καί,"1: en | ook, zelfs",,b--------,,
52.217.t5,"σέ,",σέ,σύ,"1: jij, u",,p2s---ca-,,
52.217.t6,ὦ,ὦ,ὦ,1: (blijft onvertaald),interjection,i--------,,
52.217.t7,"Σώκρατες,",Σώκρατες,Σωκράτης,,noun,n-s---mv-,vocative,
52.217.t8,ταῖς,ταῖς,ὁ,1: ,,l-p---fd-,,
52.217.t9,αἰτίαις,αἰτίαις,αἰτία,"1: schuld | oorzaak | aanklacht, verwijt",noun,n-p---fd-,dative,
52.217.t10,"ἐνέξεσθαι,",ἐνέξεσθαι,ἐνέχω,hold or keep fast within,verb,v--fnm---,,infinitive
52.217.t11,εἴπερ,εἴπερ,εἴπερ,"if really, if indeed",conjunction,c--------,,
52.217.t12,ποιήσεις,ποιήσεις,ποιέω,"1: maken, doen, handelen | dichten | doen",verb,v2sfia---,,indicative
52.217.t13,ἃ,ἃ,ὅς,"1: die, dat",pronoun,p-p---na-,accusative,
52.217.t14,"ἐπινοεῖς,",ἐπινοεῖς,ἐπινοέω,"think on or of, contrive",verb,v2spia---,,indicative
52.217.t15,καὶ,καὶ,καί,"1: en | ook, zelfs",,b--------,,
52.217.t16,οὐχ,οὐχ,οὐ,1: niet,adverb,d--------,,
52.217.t17,ἥκιστα,ἥκιστα,ἦκα,"slightly, a little",adverb,d-------s,,
52.217.t18,Ἀθηναίων,Ἀθηναίων,Ἀθηναῖος,,adjective,a-p---mg-,genitive,
52.217.t19,"σέ,",σέ,σύ,"1: jij, u",,p2s---ca-,,
52.217.t20,ἀλλ’,ἀλλ’,ἀλλά,1: maar,,b--------,,
52.217.t21,ἐν,ἐν,ἐν,"1: in, binnenin, temidden van",preposition,r--------,,
52.217.t22,τοῖς,τοῖς,ὁ,1: ,,l-p---nd-,,
52.217.t23,μάλιστα.,μάλιστα,μάλα,"1: zeer, veel",adverb,d-------s,,
52.217.t24,[0],[0],,,,,,
52.218.t1,εἰ,εἰ,εἰ,"1: als, indien, in geval | of",conjunction,c--------,,
52.218.t2,οὖν,οὖν,οὖν,1: dus,adverb,d--------,,
52.218.t3,ἐγὼ,ἐγὼ,ἐγώ,1: ik,,p1s---cn-,,
52.218.t4,εἴποιμι·,εἴποιμι,λέγω,"1: spreken, zeggen | verzamelen",verb,v1saoa---,,optative
52.218.t5,[0],[0],,,,,,
52.218.t6,διὰ,διὰ,διά,"1: met de hulp van, wegens | doorheen, door | door middel van; via",preposition,r--------,,
52.218.t7,τί,τί,τίς,"1: wie?, welke?",pronoun,p-s---na-,accusative,
52.218.t8,δή;,δή,δή,"1: al, reeds | dus, dan toch",adverb,d--------,,
52.218.t9,ἴσως,ἴσως,ἴσως,"1: op gelijke wijze, billijk | waarschijnlijk, misschien",adverb,d--------,,
52.218.t10,ἄν,ἄν,ἄν,1: ,adverb,d--------,,
52.218.t11,μου,μου,ἐγώ,1: ik,,p1s---cg-,,
52.218.t12,δικαίως,δικαίως,δίκαιος,1: rechtvaardig,adverb,d--------,,
52.218.t13,καθάπτοιντο,καθάπτοιντο,καθάπτω,"fasten or fix on, put upon",verb,v3ppoe---,,optative
52.218.t14,λέγοντες,λέγοντες,λέγω,"1: spreken, zeggen | verzamelen",verb,v-pppamn-,nominative,participle
52.218.t15,ὅτι,ὅτι,ὅτι,"1: omdat, dat",conjunction,c--------,,
52.218.t16,ἐν,ἐν,ἐν,"1: in, binnenin, temidden van",preposition,r--------,,
52.218.t17,τοῖς,τοῖς,ὁ,1: ,,l-p---nd-,,
52.218.t18,μάλιστα,μάλιστα,μάλα,"1: zeer, veel",adverb,d-------s,,
52.218.t19,Ἀθηναίων,Ἀθηναίων,Ἀθηναῖος,,adjective,a-p---mg-,genitive,
52.218.t20,ἐγὼ,ἐγὼ,ἐγώ,1: ik,,p1s---cn-,,
52.218.t21,αὐτοῖς,αὐτοῖς,αὐτός,"1: zelf | (in afhankelijke naamvallen) hem, haar, hen",pronoun,p-p---md-,dative,
52.218.t22,ὡμολογηκὼς,ὡμολογηκὼς,ὁμολογέω,"agree with, say the same thing as",verb,v-srpamn-,nominative,participle
52.218.t23,τυγχάνω,τυγχάνω,τυγχάνω,"1: aantreffen, verkrijgen | (toevallig) zijn",verb,v1spia---,,indicative
52.218.t24,ταύτην,ταύτην,οὗτος,1: die (daar),pronoun,p-s---fa-,accusative,
52.218.t25,τὴν,τὴν,ὁ,1: ,article,l-s---fa-,accusative,
52.218.t26,ὁμολογίαν.,ὁμολογίαν,ὁμολογία,agreement,noun,n-s---fa-,accusative,
52.219.t1,φαῖεν,φαῖεν,φημί,1: beweren,verb,v3ppoa---,,optative
52.219.t2,γὰρ,γὰρ,γάρ,"1: want, immers, namelijk | (in levendige vragen) toch, dan?",adverb,d--------,,
52.219.t3,ἂν,ἂν,ἄν,1: ,adverb,d--------,,
52.219.t4,ὅτι,ὅτι,ὅτι,"1: omdat, dat",conjunction,c--------,,
52.219.t5,ὦ,ὦ,ὦ,1: (blijft onvertaald),interjection,i--------,,
52.219.t6,"Σώκρατες,",Σώκρατες,Σωκράτης,,noun,n-s---mv-,vocative,
52.219.t7,μεγάλα,μεγάλα,μέγας,1: groot,,a-p---nnp,,
52.219.t8,ἡμῖν,ἡμῖν,ἐγώ,1: ik,,p1p---cd-,,
52.219.t9,τούτων,τούτων,οὗτος,1: die (daar),pronoun,p-p---ng-,genitive,
52.219.t10,τεκμήριά,τεκμήριά,τεκμήριον,sure sign or token,noun,n-p---nn-,nominative,
52.219.t11,"ἐστιν,",ἐστιν,εἰμί,1: gaan,verb,v3spia---,,indicative
52.219.t12,ὅτι,ὅτι,ὅτι,"1: omdat, dat",conjunction,c--------,,
52.219.t13,σοι,σοι,σύ,"1: jij, u",,p2s---cd-,,
52.219.t14,καὶ,καὶ,καί,"1: en | ook, zelfs",,b--------,,
52.219.t15,ἡμεῖς,ἡμεῖς,ἐγώ,1: ik,,p1p---cn-,,
52.219.t16,ἠρέσκομεν,ἠρέσκομεν,ἀρέσκω,"1: behagen, bevallen, voldoening geven aan | tevreden stellen, verzoenen",verb,v1piia---,,indicative
52.219.t17,καὶ,καὶ,καί,"1: en | ook, zelfs",,b--------,,
52.219.t18,ἡ,ἡ,ὁ,1: ,article,l-s---fn-,nominative,
52.219.t19,πόλις·,πόλις,πόλις,"1: stad, staat",noun,n-s---fn-,nominative,
52.220.t1,οὐ,οὐ,οὐ,1: niet,adverb,d--------,,
52.220.t2,γὰρ,γὰρ,γάρ,"1: want, immers, namelijk | (in levendige vragen) toch, dan?",adverb,d--------,,
52.220.t3,ἄν,ἄν,ἄν,1: ,adverb,d--------,,
52.220.t4,ποτε,ποτε,ποτέ,1: wanneer?,adverb,d--------,,
52.220.t5,τῶν,τῶν,ὁ,1: ,article,l-p---mg-,genitive,
52.220.t6,ἄλλων,ἄλλων,ἄλλος,1: ander,,p-p---mgp,,
52.220.t7,Ἀθηναίων,Ἀθηναίων,Ἀθηναῖος,,adjective,a-p---mg-,genitive,
52.220.t8,ἁπάντων,ἁπάντων,ἅπας,"1: (ge)heel, al",adjective,a-p---mg-,genitive,
52.220.t9,διαφερόντως,διαφερόντως,διαφερόντως,differently from,adverb,d--------,,
52.220.t10,ἐν,ἐν,ἐν,"1: in, binnenin, temidden van",preposition,r--------,,
52.220.t11,αὐτῇ,αὐτῇ,αὐτός,"1: zelf | (in afhankelijke naamvallen) hem, haar, hen",pronoun,p-s---fd-,dative,
52.220.t12,ἐπεδήμεις,ἐπεδήμεις,ἐπιδημέω,"to be at home, live at home",verb,v2siia---,,indicative
52.220.t13,εἰ,εἰ,εἰ,"1: als, indien, in geval | of",conjunction,c--------,,
52.220.t14,μή,μή,μή,1: niet,adverb,d--------,,
52.220.t15,σοι,σοι,σύ,"1: jij, u",,p2s---cd-,,
52.220.t16,διαφερόντως,διαφερόντως,διαφερόντως,differently from,adverb,d--------,,
52.220.t17,"ἤρεσκεν,",ἤρεσκεν,ἀρέσκω,"1: behagen, bevallen, voldoening geven aan | tevreden stellen, verzoenen",verb,v3siia---,,indicative
52.220.t18,καὶ,καὶ,καί,"1: en | ook, zelfs",,b--------,,
52.220.t19,οὔτ’,οὔτ’,οὔτε,1: noch,adverb,d--------,,
52.220.t20,ἐπὶ,ἐπὶ,ἐπί,"1: tegen, naar, tot op; tijdens | op; in de richting van; tijdens | bij, (volgend) op",preposition,r--------,,
52.220.t21,θεωρίαν,θεωρίαν,θεωρία,sending of,noun,n-s---fa-,accusative,
52.220.t22,πώποτ’,πώποτ’,πώποτε,ever yet,adverb,d--------,,
52.220.t23,ἐκ,ἐκ,ἐκ,1: ,preposition,r--------,,
52.220.t24,τῆς,τῆς,ὁ,1: ,article,l-s---fg-,genitive,
52.220.t25,πόλεως,πόλεως,πόλις,"1: stad, staat",noun,n-s---fg-,genitive,
52.220.t26,"ἐξῆλθες,",ἐξῆλθες,ἐξέρχομαι,1: buiten gaan | verlopen; aflopen,verb,v2saia---,,indicative
52.220.t27,ὅτι,ὅτι,ὅτι,"1: omdat, dat",conjunction,c--------,,
52.220.t28,μὴ,μὴ,μή,1: niet,adverb,d--------,,
52.220.t29,ἅπαξ,ἅπαξ,ἅπαξ,1: eenmaal,adverb,d--------,,
52.220.t30,εἰς,εἰς,εἰς,1: naar binnen | in | tot aan; tegen,preposition,r--------,,
52.220.t31,"Ἰσθμόν,",Ἰσθμόν,Ἰσθμός,"4: toegang, doorgang | landengte",noun,n-s---ma-,accusative,
52.220.t32,οὔτε,οὔτε,οὔτε,1: noch,conjunction,c--------,,
52.220.t33,ἄλλοσε,ἄλλοσε,ἄλλοτε,at another time,adverb,d--------,,
52.220.t34,"οὐδαμόσε,",οὐδαμόσε,οὐδαμόσε,,adverb,d--------,,
